Journal Title,Rating,Publisher,ISSN,ISSN Online,FoR,Year Inception
Information Management,B,Association of Records Managers and Administrators (ARMA) International,1535-2897,1050-2343,4609,1967
The Information Society,B,Taylor & Francis Online,0197-2243,1087-6537,4609,
The International Journal of Accounting,B,World Scientific Publishing,1094-4060,2213-3933,3501,1965
The International Journal of Comparative Labour Law and Industrial Relations,B,Kluwer Law International,0952-617X,1875-838X,4801,1983
The International Journal of Digital Accounting Research,B,Rutgers University,1577-8517,,3501,2001
"The International Journal of Environmental, Cultural, Economic and Social Sustainability: Annual Review",B,Common Ground Publishing Pty Ltd,1832-2077,1832-2077,3507,2004
The International Journal of Logistics Management,B,Emerald Group Publishing,0957-4093,1758-6550,3509,1990
The International Journal of Management Education,B,Elsevier,1472-8117,1472-8117,3507,2000
The IUP Journal of Agricultural Economics,B,IUP Publications,0973-2276,,3899,2004
The IUP Journal of Applied Economics (previously ICFAI),B,IUP Publications,0972-6861,,3801,2002
The IUP Journal of Managerial Economics,B,IUP Publications,0972-9305,,3899,2003
The IUP Journal of Monetary Economics (previously ICFAI),B,IUP Publications,0972-9291,,3801,2003
The IUP Journal of Public Finance,B,IUP Publications,0972-9356,,3801,2003
The Japanese Political Economy,B,Taylor & Francis Online,2329-194X,2329-1958,3801,1972
The Journal of Alternative Investments,B,Pageant Media,1520-3255,1520-3255,3502,1998
The Journal of Applied Behavioral Science,B,Sage Publications,0021-8863,1552-6879,3507,1965
The Journal of Asset Management,B,Springer International Publishing,1470-8272,1479-179X,3502,2000
The Journal of Derivatives,B,Pageant Media,1074-1240,,3502,1993
The Journal of Development Effectiveness,B,Taylor & Francis Online,1943-9342,1943-9407,3801,2009
The Journal of Econometric Study of Northeast Asia (JESNA),B,"Economic Research Institute for Northeast Asia Kitakyusyu: International Centre for the Study of East Asian Development, Niigata, Japan",1880-6988,,3802,1995
The Journal of Economic Asymmetries,B,Elsevier,1703-4949,,3801,2004
The Journal of Economic Education,B,Taylor & Francis Online,0022-0485,2152-4068,3801,1969
The Journal of Economic History,B,Cambridge University Press,0022-0507,1471-6372,3801,1941
The Journal of Economic Inequality,B,Springer International Publishing,1569-1721,1573-8701,3801,2003
The Journal of Finance,B,American Finance Association,0022-1082,1540-6261,3502,1946
The Journal of Fixed Income,B,Pageant Media,1059-8596,,3502,1991
The Journal of Futures Markets,B,Wiley-Blackwell Publishing,0270-7314,1096-9934,3502,1981
The Journal of Gambling Business and Economics,B,University of Buckingham Press,1751-7990,1751-8008,3801,2007
The Journal of High Technology Management Research,B,Elsevier,1047-8310,1879-1638,3503,1990
The Journal of Hospitality Financial Management,B,Taylor & Francis Online,1091-3211,2152-2790,3504,1991
The Journal of Industrial Economics,B,Wiley-Blackwell Publishing,0022-1821,1467-6451,3801,1952
The Journal of International Maritime Law,B,Lawtext Publishing,1478-8586,,4801,1994
The Journal of International Trade and Economic Development: an international and comparative review,B,Taylor & Francis Online,0963-8199,1469-9559,3801,1992
The Journal of Law and Economics,B,University of Chicago Law School,0022-2186,1537-5285,3801,1958
The Journal of Pacific Studies,B,University of South Pacific,1011-3029,,3899,1978
The Journal of Portfolio Management,B,Pageant Media,0095-4918,,3502,1975
The Journal of Prediction Markets,B,University of Buckingham Press,1750-676X,,3801,2007
The Journal of Private Equity,B,Institutional Investor Journals Group,1096-5572,,3502,1997
The Journal of Risk Finance,B,Emerald Group Publishing,1526-5943,,3502,2000
The Journal of Risk Model Validation,B,Risk Waters Group.,1753-9579,1753-9587,3502,
The Journal of Structured Finance,B,Pageant Media,1551-9783,1551-9783,3502,1995
The Journal of Theoretical Accounting Research,B,"Iona College, Hagan School of Business",1556-5106,,3501,2005
The Journal of Trading,B,Institutional Investor Journals Group,1559-3967,,3502,2006
The Journal of Wealth Management,B,Pageant Media,1534-7524,,3502,1998
The Journal of World Intellectual Property,B,Wiley-Blackwell Publishing,1422-2213,1747-1796,4801,1990
The Leadership Quarterly,B,Elsevier,1048-9843,1873-3409,3507,1990
The Learning Organization,B,Emerald Publishing,0969-6474,1758-7905,3507,1994
The Marketing Review,B,Westburn Publishers Ltd,1469-347X,1472-1384,3506,2000
The Milbank Quarterly,B,Wiley-Blackwell Publishing,0887-378X,1468-0009,3599,1923
The Modern Law Review,B,Wiley-Blackwell Publishing,0026-7961,1468-2230,4801,1937
The North American Journal of Economics and Finance,B,Elsevier,1062-9408,1879-0860,3801,1988
The Pacific Review,B,Taylor & Francis Online,0951-2748,1470-1332,3599,
The Quarterly Journal of Austrian Economics,B,Springer International Publishing,1098-3708,1936-4806,3801,1987
The Quarterly Journal of Economics,B,MIT Press,0033-5533,1531-4650,3801,1886
The Review of Austrian Economics,B,Springer International Publishing,0889-3047,1573-7128,3801,1986
The Review of Black Political Economy,B,Springer International Publishing,0034-6446,1936-4814,3801,1970
The Review of Economic Studies,B,Oxford University Press,0034-6527,1467-937X,3801,1933
The Review of Economics and Statistics,B,The MIT Press,0034-6535,1530-9142,3801,1917
The Review of Financial Studies,B,Oxford University Press,0893-9454,1465-7368,3502,1988
The Review of Network Economics,B,De Gruyter,1446-9022,,3801,2002
The Social Science Journal,B,Elsevier,0362-3319,1873-5355,3599,1963
The Sociological Review,B,Sage Publications,0038-0261,1467-954X,3507,1908
The Sydney Law Review,B,Sydney Law School,0082-0512,,4801,1953
The Tax Lawyer,B,American Bar Association,0040-005X,,4801,1947
The TQM Journal,B,Emerald Group Publishing,1754-2731,1754-274X,3507,1998
The UNE Law Journal,B,University of New England,1449-2199,,4801,2004
The World Bank Economic Review,B,Oxford University Press,0258-6770,1564-698X,3801,1986
The World Economy,B,Wiley-Blackwell Publishing,0378-5920,1467-9701,3801,1968
The Yale Law Journal,B,"The Yale Law Journal Company, Inc.",0044-0094,1939-8611,4801,1891
Theoretical and Applied Economics,B,General Association of Economists from Romania,1841-8678,1844-0029,3803,1994
Theoretical Economics,B,The Econometric Society,1933-6837,1555-7561,3803,2006
Theory and Decision: an international journal for multidisciplinary advances in decision sciences,B,Springer International Publishing,0040-5833,1573-7187,3803,1970
Theory of Probability and its Applications,B,SIAM Publications Online,0040-585X,1095-7219,4905,1956
"Theory, Culture and Society",B,Sage Publications,0263-2764,1460-3616,3507,1982
Third Sector Review,B,Australia and New Zealand Third Sector Research Inc. (ANZTSR),1323-9163,1839-5937,3507,1995
Third World Quarterly,B,Taylor & Francis Online,0413-6597,1360-2241,3599,1979
Thunderbird International Business Review,B,Wiley-Blackwell Publishing,1096-4762,1520-6874,3507,1959
Tijdschrift voor Economische en Sociale Geografie,B,Wiley-Blackwell Publishing,,1467-9663,3801,1910
Time and Society,B,Sage Publications,0961-463X,1461-7463,3507,1992
Tobacco Control,B,BMJ Publishing Group,0964-4563,1468-3318,3506,1992
Tort Law Review,B,Thomson Reuters,1039-3285,,4801,1993
Torts Law Journal,B,LexisNexis,1038-5967,,4801,1993
Total Quality Management and Business Excellence,B,Taylor & Francis Online,1478-3363,1478-3371,3505,1996
Tourism Analysis,B,Cognizant Communication Corporation,1083-5423,1943-3999,3508,1996
Tourism and Hospitality Research,B,Sage Publications,1467-3584,1742-9692,3508,1999
Tourism Economics,B,Sage Publications,1354-8166,2044-0375,3508,1995
Tourism Geographies,B,Taylor & Francis Online,1461-6688,1470-1340,3508,1999
Tourism in Marine Environments,B,Cognizant Communication Corporation,1544-273X,2169-0197,3508,2004
Tourism Management,B,Elsevier,0261-5177,1879-3193,3508,1983
Tourism Management Perspectives,B,Elsevier,2211-9736,,3508,2012
Tourism Planning & Development,B,Taylor & Francis Online,2156-8316,2156-8324,3508,2004
Tourism Recreation Research,B,Taylor & Francis Online,0250-8281,2320-0308,3508,1976
Tourism Research Journal,B,Mahatma Gandhi University,0972-7191,,3508,
Tourism Review,B,Emerald Group Publishing,1660-5373,1759-8451,3508,2001
Tourism Review International,B,Cognizant Communication Corporation,1544-2721,1943-4421,3508,2000
"Tourism, Culture and Communication",B,Cognizant Communication Corporation,1098-304X,1943-4146,3508,1998
Tourism: An International Interdisciplinary Journal,B,Institute for Tourism,1332-7461,1849-1545,3508,1956
Tourismus Journal,B,Lucius & Lucius Verlagsgesellschaft mbH,1433-5948,,3508,1997
Tourist Studies,B,Sage Publications,1468-7976,1741-3206,3508,2001
Transfer: European review of labour and research,B,Sage Publications,1024-2589,1996-7284,3505,1995
Transformations in Business and Economics,B,Vilnius University,1648-4460,,3801,2002
"Transforming Government: People, Process and Policy",B,Emerald Group Publishing Limited,1750-6166,1750-6174,4609,2007
Transnational Corporations Review,B,Taylor & Francis Online,1918-6444,1925-2099,3801,2009
Transport Policy,B,Elsevier,0967-070X,1879-310X,3509,1993
Transport Reviews,B,Taylor & Francis Online,0144-1647,1464-5327,3509,1981
Transportation,B,Springer International Publishing,0049-4488,1572-9435,3509,1972
Transportation Journal,B,University of Pennsylvania Press,0041-1612,2157-328X,3509,1961
Transportation Law Journal,B,University of Denver College of Law,0049-450X,,3509,1969
Transportation Letters,B,Taylor & Francis Online,1942-7867,1942-7875,3509,2009
Transportation Planning and Technology,B,Taylor & Francis Online,0308-1060,1029-0354,3509,1972
Transportation Research Part A: Policy and Practice,B,Elsevier,0965-8564,1879-2375,3509,1967
Transportation Research Part B: Methodological,B,Elsevier,0191-2615,1879-2367,3509,1979
Transportation Research Part C: Emerging Technologies,B,Elsevier,0968-090X,1879-2359,3509,1993
Transportation Research Part D: Transport and Environment,B,Elsevier,1361-9209,1879-2340,3509,1996
Transportation Research Part E: Logistics and Transportation Review,B,Elsevier,1366-5545,1878-5794,3509,1964
Transportation Research Part F: Traffic Psychology and Behaviour,B,Elsevier,1369-8478,1873-5517,3509,1998
Transportation Research Record,B,National Academy of Sciences,0361-1981,2169-4052,3509,1974
Transportation Science,B,The Institute for Operations Research and the Management Sciences (INFORMS),0041-1655,1526-5447,3509,1967
Transportmetrica A: Transport Science,B,Taylor & Francis Online,2324-9935,2324-9943,3509,2005
Transportmetrica B: Transport Dynamics,B,Taylor & Francis Online,2168-0566,2168-0582,3509,2013
Travel and Tourism Analyst,B,Economist Publications,0269-3755,,3508,1987
Travel Behaviour and Society,B,Elsevier,2214-367X,,3508,2014
Tulane Maritime Law Journal,B,Tulane University Law School,1048-3748,,4801,1975
UBC Law Review,B,University of British Columbia,0068-1849,,4801,1949
UCLA Pacific Basin Law Journal,B,UCLA School of Law,0884-0768,,4801,1982
Universal Access in the Information Society,B,Springer International Publishing,1615-5289,1615-5297,4609,2001
University of Chicago Law Review,B,University of Chicago Law School,0041-9494,1939-859X,4801,1933
University of Miami Business Law Review,B,University of Miami,1047-2819,,4801,1990
University of New South Wales Law Journal,B,University of New South Wales,0313-0096,,4801,1975
University of Pennsylvania Journal of Business Law,B,University of Pennsylvania Law School,1940-8064,,4801,1998
University of Queensland Law Journal,B,University of Queensland Press,0083-4041,,4801,1948
University of San Francisco Maritime Law Journal,B,University of San Francisco,1061-3331,,4801,1989
University of Tasmania Law Review,B,University of Tasmania,0082-2108,,4801,1958
University of Toronto Law Journal,B,University of Toronto Press,0042-0220,1710-1174,4801,1935
University of Western Australia Law Review,B,The University of Western Australia,0042-0328,,4801,1948
University of Western Sydney Law Review,B,University of Western Sydney,1446-9294,,4801,1997
UNLV Gaming Research and Review Journal,B,University of Nevada,1535-7589,,3504,1994
Urban Affairs Review,B,Sage Publications,1078-0874,1552-8332,3599,1965
Urban Studies: an international journal for research in urban studies,B,Sage Publications,0042-0980,1360-063X,3599,1964
US Bureau of Labor Statistics: Monthly Labor Review,B,US Bureau of Labor Statistics,0098-1818,1937-4658,3599,1915
Vanderbilt Journal of Transnational Law,B,Vanderbilt University,0090-2594,,4801,1967
Variance: advancing the science of risk,B,Casualty Actuarial Society,1940-6444,1940-6452,3502,2007
Venture Capital,B,Taylor & Francis Online,1369-1066,1464-5343,3502,1999
Victoria University of Wellington Law Review,B,"Victoria University of Wellington, Law Faculty",1171-042X,,4801,1953
Vietnam's Socio-Economic Development,B,The Vietnam Institute of Economics,0868-359X,,3801,1995
Villanova Journal of Law and Investment Management,B,Villanova University,1523-5513,1523-5513,4801,1999
Vindobona Journal of International Commercial Law and Arbitration,B,Moot Alumni Association,1439-9741,,4801,1998
VINE Journal of Information and Knowledge Management Systems,B,Emerald Group Publishing,2059-5891,,4609,1971
Virginia Tax Review,B,University of Virginia School of Law,0735-9004,,4801,1981
Vision: The Journal of Business Perspectives,B,Sage Publications,0972-2629,2249-5304,3507,1997
Visitor Studies,B,Taylor & Francis Online,1064-5578,1934-7715,3508,1988
Voluntas: International Journal of Voluntary and Non-Profit Organizations,B,Springer International Publishing,0957-8765,1573-7888,3507,1990
Waikato Law Review,B,Waikato University,1172-9597,,4801,1993
Washington International Law Journal,B,University of Washington School of Law,1066-8632,,4801,1992
"Washington Journal of Law, Technology & Arts",B,University of Washington School of Law,1547-0695,2157-2534,4801,2004
Water Resources Research,B,Wiley-Blackwell Publishing,0043-1397,1944-7973,3599,1965
West European Politics,B,Taylor & Francis Online,0140-2382,1743-9655,3599,1978
Western Economics Forum,B,Western Agricultural Economics Association,1550-4980,,3801,2002
Western Journal of Communication,B,Taylor & Francis Online,1057-0314,1745-1027,3599,1992
"Work & Stress: An international Journal of Work, Health and Organisations",B,Taylor & Francis Online,0267-8373,1464-5335,3505,1987
Work and Occupations,B,Sage Publications,0730-8884,1552-8464,3505,1974
"Work, Employment and Society",B,Sage Publications,0950-0170,1469-8722,3505,1987
